"","isl_pkc","ship_pkc","isl_exp","ship_exp","isl_blc","ship_blc","both_pkc","both_exp","both_blc","choice","expert"
"249","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,1
"250","2.50","2.50","6","5","1.00","2.00","2.50","5.50","1.50",1,2
"251","2.00","1.50","8","7","2.00","1.50","1.75","7.50","1.75",1,2
"252","1.00","1.00","4","5","1.00","1.00","1.00","4.50","1.00",1,2
"253","1.00","1.00","5","9","1.00","1.00","1.00","7.00","1.00",1,2
"254","1.00","1.50","9","8","1.00","1.00","1.25","8.50","1.00",1,2
"255","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"256","1.00","1.00","8","8","1.00","1.00","1.00","8.00","1.00",1,2
"257","3.00","4.50","7","7","1.50","2.50","3.75","7.00","2.00",1,2
"258","1.00","1.00","5","5","1.00","1.00","1.00","5.00","1.00",1,2
"259","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"260","2.00","3.00","5","7","1.50","1.50","2.50","6.00","1.50",1,2
"261","4.00","2.00","8","8","1.00","1.00","3.00","8.00","1.00",1,2
"262","1.00","2.00","9","8","1.00","1.00","1.50","8.50","1.00",1,2
"263","1.00","1.00","5","5","1.00","1.00","1.00","5.00","1.00",1,2
"264","8.00","1.00","5","9","1.00","1.00","4.50","7.00","1.00",1,2
"265","1.00","1.00","8","8","1.00","2.00","1.00","8.00","1.50",1,2
"266","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"267","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"268","2.00","2.50","9","9","1.00","1.50","2.25","9.00","1.25",1,2
"269","1.00","1.00","6","2","1.00","1.00","1.00","4.00","1.00",1,2
"270","1.00","1.00","1","9","1.00","1.00","1.00","5.00","1.00",1,2
"271","5.50","3.00","5","7","6.00","1.50","4.25","6.00","3.75",1,2
"272","1.00","1.50","8","8","1.50","1.50","1.25","8.00","1.50",1,2
"273","3.00","1.50","4","5","1.00","1.00","2.25","4.50","1.00",1,2
"274","1.00","2.00","9","9","1.00","1.00","1.50","9.00","1.00",1,2
"275","1.00","1.50","9","9","1.00","1.00","1.25","9.00","1.00",1,2
"276","5.00","5.50","5","5","5.50","5.00","5.25","5.00","5.25",1,2
"277","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"278","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"279","2.50","2.50","7","6","2.00","2.50","2.50","6.50","2.25",1,2
"280","8.00","3.50","9","9","2.00","3.00","5.75","9.00","2.50",1,2
"281","3.50","1.00","6","7","2.50","1.00","2.25","6.50","1.75",1,2
"282","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"283","7.00","7.00","6","7","7.50","6.50","7.00","6.50","7.00",1,2
"284","1.00","2.50","8","9","1.00","2.50","1.75","8.50","1.75",1,2
"285","3.50","1.50","4","6","5.50","3.00","2.50","5.00","4.25",1,2
"286","1.00","1.50","5","5","1.00","1.00","1.25","5.00","1.00",1,2
"287","3.50","3.50","9","9","1.00","1.00","3.50","9.00","1.00",1,2
"288","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"289","1.50","2.50","8","7","1.00","1.00","2.00","7.50","1.00",1,2
"290","3.00","1.00","9","9","1.00","1.00","2.00","9.00","1.00",1,2
"291","2.50","2.00","8","8","1.00","1.00","2.25","8.00","1.00",1,2
"292","2.00","2.00","4","3","2.00","2.00","2.00","3.50","2.00",1,2
"293","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"294","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"295","4.00","2.00","7","8","1.00","1.00","3.00","7.50","1.00",1,2
"296","1.00","1.00","9","8","1.00","1.00","1.00","8.50","1.00",1,2
"297","3.00","3.00","7","7","1.00","1.50","3.00","7.00","1.25",1,2
"298","1.00","1.00","6","7","1.00","1.00","1.00","6.50","1.00",1,2
"299","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"300","1.50","2.00","6","8","1.00","1.00","1.75","7.00","1.00",1,2
"301","2.50","3.00","6","5","4.00","4.00","2.75","5.50","4.00",1,2
"302","1.00","1.00","6","7","1.00","1.00","1.00","6.50","1.00",1,2
"303","2.00","4.00","7","6","2.00","3.00","3.00","6.50","2.50",1,2
"304","1.50","2.00","7","7","1.00","2.00","1.75","7.00","1.50",1,2
"305","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"306","1.00","5.00","3","3","1.00","7.00","3.00","3.00","4.00",1,2
"307","1.00","1.00","7","8","1.00","1.00","1.00","7.50","1.00",1,2
"308","1.00","1.00","8","9","2.00","1.50","1.00","8.50","1.75",1,2
"309","1.00","3.00","9","9","1.00","2.00","2.00","9.00","1.50",1,2
"310","1.50","3.00","9","9","1.00","1.00","2.25","9.00","1.00",1,2
"311","1.50","2.00","8","8","2.00","2.00","1.75","8.00","2.00",1,2
"312","1.50","1.50","5","6","1.00","1.00","1.50","5.50","1.00",1,2
"313","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"314","1.50","1.50","9","9","1.00","1.00","1.50","9.00","1.00",1,2
"315","1.00","3.50","9","5","1.00","2.00","2.25","7.00","1.50",1,2
"316","2.00","3.00","6","5","3.00","2.50","2.50","5.50","2.75",1,2
"317","3.00","1.00","8","9","1.00","1.00","2.00","8.50","1.00",1,2
"318","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"319","8.00","7.00","4","6","4.00","5.00","7.50","5.00","4.50",1,2
"320","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"321","2.00","1.00","9","9","1.00","1.00","1.50","9.00","1.00",1,2
"322","2.00","1.50","5","7","1.50","1.00","1.75","6.00","1.25",1,2
"323","4.00","1.50","9","8","1.00","1.00","2.75","8.50","1.00",1,2
"324","2.50","1.00","7","9","1.00","1.00","1.75","8.00","1.00",1,2
"325","2.50","3.00","8","9","1.50","2.00","2.75","8.50","1.75",1,2
"326","1.00","3.00","9","9","1.00","1.00","2.00","9.00","1.00",1,2
"327","1.00","1.00","8","8","1.00","1.00","1.00","8.00","1.00",1,2
"328","2.00","1.50","8","9","1.00","1.00","1.75","8.50","1.00",1,2
"329","1.00","4.00","9","7","2.00","3.50","2.50","8.00","2.75",1,2
"330","1.00","2.00","9","9","1.00","1.50","1.50","9.00","1.25",1,2
"331","1.00","1.50","5","5","1.00","1.00","1.25","5.00","1.00",1,2
"332","2.00","4.00","9","8","1.00","2.00","3.00","8.50","1.50",1,2
"333","1.50","1.00","7","8","1.00","1.00","1.25","7.50","1.00",1,2
"334","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"335","1.50","1.00","6","6","1.50","1.50","1.25","6.00","1.50",1,2
"336","1.00","1.00","8","8","1.00","1.00","1.00","8.00","1.00",1,2
"337","3.00","4.50","7","7","1.00","1.00","3.75","7.00","1.00",1,2
"338","2.00","2.50","8","8","2.00","3.00","2.25","8.00","2.50",1,2
"339","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"340","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"341","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"342","1.50","2.00","9","8","1.50","1.50","1.75","8.50","1.50",1,2
"343","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"344","1.00","1.00","8","8","1.00","1.00","1.00","8.00","1.00",1,2
"345","1.00","1.50","9","9","1.00","1.00","1.25","9.00","1.00",1,2
"346","1.50","1.50","7","7","1.50","1.50","1.50","7.00","1.50",1,2
"347","3.00","5.00","4","4","1.00","1.00","4.00","4.00","1.00",1,2
"348","1.00","1.00","9","5","1.00","1.00","1.00","7.00","1.00",1,2
"349","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"350","1.50","1.50","8","8","1.50","2.00","1.50","8.00","1.75",1,2
"351","1.50","1.50","5","6","1.00","2.00","1.50","5.50","1.50",1,2
"352","2.00","2.00","8","8","1.50","2.00","2.00","8.00","1.75",1,2
"353","1.00","5.00","9","5","1.00","3.00","3.00","7.00","2.00",1,2
"354","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"355","2.50","1.00","8","9","1.00","1.00","1.75","8.50","1.00",1,2
"356","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"357","2.00","1.50","8","8","1.00","1.00","1.75","8.00","1.00",1,2
"358","5.00","1.00","5","8","3.50","1.50","3.00","6.50","2.50",1,2
"359","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"360","1.50","1.50","8","8","1.50","1.50","1.50","8.00","1.50",1,2
"361","1.50","4.50","9","6","1.50","4.50","3.00","7.50","3.00",1,2
"362","1.50","1.00","8","7","1.00","1.00","1.25","7.50","1.00",1,2
"363","1.00","1.00","8","8","1.00","1.00","1.00","8.00","1.00",1,2
"364","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"365","1.00","4.00","9","9","1.00","2.00","2.50","9.00","1.50",1,2
"366","6.50","3.50","6","3","3.50","3.00","5.00","4.50","3.25",1,2
"367","1.00","1.00","8","8","1.00","1.00","1.00","8.00","1.00",1,2
"368","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"369","1.00","1.00","9","7","1.00","1.00","1.00","8.00","1.00",1,2
"370","1.00","1.00","8","7","1.00","1.00","1.00","7.50","1.00",1,2
"371","2.00","2.00","9","9","1.00","1.00","2.00","9.00","1.00",1,2
"372","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"373","1.00","1.00","9","7","1.00","2.00","1.00","8.00","1.50",1,2
"374","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"375","1.00","1.50","9","8","1.00","1.00","1.25","8.50","1.00",1,2
"376","1.50","1.00","9","9","1.00","1.00","1.25","9.00","1.00",1,2
"377","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"378","1.00","2.00","9","9","1.50","2.00","1.50","9.00","1.75",1,2
"379","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"380","2.50","2.00","3","5","3.00","2.00","2.25","4.00","2.50",1,2
"381","1.50","1.50","6","7","1.00","1.00","1.50","6.50","1.00",1,2
"382","2.00","3.50","6","6","3.00","3.50","2.75","6.00","3.25",1,2
"383","4.50","5.00","6","6","5.50","4.50","4.75","6.00","5.00",1,2
"384","3.50","2.50","5","6","3.00","1.50","3.00","5.50","2.25",1,2
"385","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"386","3.50","4.50","7","5","4.00","3.00","4.00","6.00","3.50",1,2
"387","1.00","3.50","9","8","1.00","1.00","2.25","8.50","1.00",1,2
"388","1.00","3.00","9","9","1.00","1.00","2.00","9.00","1.00",1,2
"389","2.50","2.00","9","9","2.00","2.50","2.25","9.00","2.25",1,2
"390","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"391","1.50","2.00","9","9","1.50","1.50","1.75","9.00","1.50",1,2
"392","1.00","1.00","9","8","1.00","1.00","1.00","8.50","1.00",1,2
"393","1.00","1.00","5","5","1.00","1.00","1.00","5.00","1.00",1,2
"394","1.00","1.00","3","3","1.00","1.00","1.00","3.00","1.00",1,2
"395","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"396","2.50","2.00","8","8","2.00","2.00","2.25","8.00","2.00",1,2
"397","1.00","1.00","7","9","1.00","1.00","1.00","8.00","1.00",1,2
"398","1.00","1.00","5","5","1.00","1.00","1.00","5.00","1.00",1,2
"399","1.50","1.00","5","5","3.00","1.50","1.25","5.00","2.25",1,2
"400","1.00","1.00","9","9","1.00","1.00","1.00","9.00","1.00",1,2
"401","1.00","1.00","5","5","1.00","1.00","1.00","5.00","1.00",1,2
"402","2.50","2.50","9","8","2.00","3.00","2.50","8.50","2.50",1,2
"403","4.00","3.00","6","6","2.50","2.50","3.50","6.00","2.50",1,2
"404","1.00","2.00","6","7","1.00","1.00","1.50","6.50","1.00",1,2
"405","1.50","1.00","9","9","1.00","1.00","1.25","9.00","1.00",1,2
"406","3.50","2.50","7","8","3.00","3.00","3.00","7.50","3.00",1,2
"407","1.50","1.00","9","7","1.00","2.00","1.25","8.00","1.50",1,2
"408","1.00","1.00","5","5","1.00","1.00","1.00","5.00","1.00",1,2
"409","3.50","5.00","7","6","3.00","3.00","4.25","6.50","3.00",1,2
"410","1.00","1.00","9","9","2.00","2.00","1.00","9.00","2.00",1,2
"411","3.00","3.00","9","9","1.00","1.00","3.00","9.00","1.00",1,2
"412","1.00","#NULL!","6","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"413","1.00","#NULL!","9","#NULL!","2.00","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"414","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"415","5.00","#NULL!","7","#NULL!","4.00","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"416","8.00","#NULL!","9","#NULL!","6.00","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"417","4.00","#NULL!","8","#NULL!","2.00","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"418","8.00","#NULL!","6","#NULL!","5.50","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"419","3.00","#NULL!","6","#NULL!","2.50","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"420","6.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"421","1.50","#NULL!","9","#NULL!","2.50","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"422","6.00","#NULL!","6","#NULL!","5.00","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"423","1.50","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"424","1.50","#NULL!","8","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"425","1.00","#NULL!","5","#NULL!","3.50","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"426","5.00","#NULL!","8","#NULL!","7.00","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"427","1.00","#NULL!","8","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"428","5.00","#NULL!","6","#NULL!","5.00","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"429","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"430","6.50","#NULL!","6","#NULL!","5.50","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"431","1.00","#NULL!","1","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"432","5.50","#NULL!","6","#NULL!","5.00","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"433","2.50","#NULL!","7","#NULL!","1.00","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"434","2.00","#NULL!","5","#NULL!","5.50","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"435","#NULL!","1.00","#NULL!","7","#NULL!","1.00","#NULL!","#NULL!","#NULL!",1,2
"436","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",1,2
"437","#NULL!","2.50","#NULL!","9","#NULL!","2.00","#NULL!","#NULL!","#NULL!",1,2
"438","#NULL!","2.00","#NULL!","5","#NULL!","3.50","#NULL!","#NULL!","#NULL!",1,2
"439","#NULL!","1.50","#NULL!","4","#NULL!","2.00","#NULL!","#NULL!","#NULL!",1,2
"440","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",1,2
"441","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",1,2
"442","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",1,2
"443","#NULL!","3.00","#NULL!","7","#NULL!","2.00","#NULL!","#NULL!","#NULL!",1,2
"444","#NULL!","9.00","#NULL!","8","#NULL!","1.50","#NULL!","#NULL!","#NULL!",1,2
"445","#NULL!","2.00","#NULL!","9","#NULL!","1.50","#NULL!","#NULL!","#NULL!",1,2
"446","#NULL!","3.00","#NULL!","4","#NULL!","1.50","#NULL!","#NULL!","#NULL!",1,2
"447","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",1,2
"448","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",1,2
"449","#NULL!","6.50","#NULL!","7","#NULL!","7.00","#NULL!","#NULL!","#NULL!",1,2
"450","#NULL!","2.00","#NULL!","7","#NULL!","1.00","#NULL!","#NULL!","#NULL!",1,2
"451","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",1,2
"452","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",1,2
"453","#NULL!","9.00","#NULL!","8","#NULL!","5.00","#NULL!","#NULL!","#NULL!",1,2
"454","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",1,2
"455","#NULL!","3.50","#NULL!","3","#NULL!","3.00","#NULL!","#NULL!","#NULL!",1,2
"456","#NULL!","1.00","#NULL!","5","#NULL!","1.00","#NULL!","#NULL!","#NULL!",1,2
"457","#NULL!","4.00","#NULL!","7","#NULL!","2.00","#NULL!","#NULL!","#NULL!",1,2
"458","#NULL!","3.50","#NULL!","3","#NULL!","3.00","#NULL!","#NULL!","#NULL!",1,2
"459","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",1,2
"460","#NULL!","5.00","#NULL!","5","#NULL!","4.00","#NULL!","#NULL!","#NULL!",1,2
"461","#NULL!","1.00","#NULL!","9","#NULL!","1.00","#NULL!","#NULL!","#NULL!",1,2
"462","#NULL!","3.00","#NULL!","8","#NULL!","1.50","#NULL!","#NULL!","#NULL!",1,2
"463","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"464","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"465","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"466","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"467","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"468","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"469","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"470","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"471","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"472","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"473","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"474","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"475","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"476","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"477","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"478","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"479","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"480","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"481","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"482","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"483","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"484","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"485","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"486","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"487","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"488","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"489","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"490","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"491","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"492","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"493","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"494","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"495","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
"496","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!","#NULL!",1,2
