,isl_pkc,ship_pkc,isl_exp,ship_exp,isl_blc,ship_blc,both_pkc,both_exp,both_blc,choice,expert,group
507,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
508,8,8.5,8,8,6,7,8.25,8,6.5,2,1,Suboptimal/Expert
509,2,1.5,8,9,1.5,1.5,1.75,8.5,1.5,2,1,Suboptimal/Expert
510,1.5,1,9,9,1,1,1.25,9,1,2,1,Suboptimal/Expert
511,1,1,8,8,2,1.5,1,8,1.75,2,1,Suboptimal/Expert
512,5,5.5,7,7,1,1,5.25,7,1,2,1,Suboptimal/Expert
513,3,2,5,5,2.5,3,2.5,5,2.75,2,1,Suboptimal/Expert
514,4,2,9,9,1.5,2,3,9,1.75,2,1,Suboptimal/Expert
515,1,1,8,9,1,1,1,8.5,1,2,1,Suboptimal/Expert
516,2.5,2,7,7,1.5,1.5,2.25,7,1.5,2,1,Suboptimal/Expert
517,1,3,8,5,1,4,2,6.5,2.5,2,1,Suboptimal/Expert
518,3,1,7,7,4.5,3,2,7,3.75,2,1,Suboptimal/Expert
519,1,1,8,9,1,1,1,8.5,1,2,1,Suboptimal/Expert
520,1.5,1,9,9,1,1,1.25,9,1,2,1,Suboptimal/Expert
521,4,3,9,9,1,1,3.5,9,1,2,1,Suboptimal/Expert
522,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
523,8.5,8,8,5,8,5,8.25,6.5,6.5,2,1,Suboptimal/Expert
524,4,4,9,9,3,4,4,9,3.5,2,1,Suboptimal/Expert
525,1.5,2.5,8,8,1,1,2,8,1,2,1,Suboptimal/Expert
526,1,1,8,8,1,1,1,8,1,2,1,Suboptimal/Expert
527,1,1.5,8,8,1,1,1.25,8,1,2,1,Suboptimal/Expert
528,1.5,1,9,9,1,1,1.25,9,1,2,1,Suboptimal/Expert
529,1.5,1,9,9,1,1,1.25,9,1,2,1,Suboptimal/Expert
530,2,2,7,7,5,5,2,7,5,2,1,Suboptimal/Expert
531,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
532,5.5,5,5,5,7,7,5.25,5,7,2,1,Suboptimal/Expert
533,3,3.5,8,8,2,2.5,3.25,8,2.25,2,1,Suboptimal/Expert
534,1,2,9,5,1,1,1.5,7,1,2,1,Suboptimal/Expert
535,1,2,5,5,1.5,2,1.5,5,1.75,2,1,Suboptimal/Expert
536,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
537,5.5,3,5,5,3,3,4.25,5,3,2,1,Suboptimal/Expert
538,1,1,5,5,1,1,1,5,1,2,1,Suboptimal/Expert
539,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
540,1,3.5,9,7,1,3,2.25,8,2,2,1,Suboptimal/Expert
541,1,2,9,8,1.5,2,1.5,8.5,1.75,2,1,Suboptimal/Expert
542,3,7,1,1,1,3,5,1,2,2,1,Suboptimal/Expert
543,5,4,8,6,2.5,5,4.5,7,3.75,2,1,Suboptimal/Expert
544,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
545,1,1,9,7,1,1,1,8,1,2,1,Suboptimal/Expert
546,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
547,2,1.5,8,9,2,2,1.75,8.5,2,2,1,Suboptimal/Expert
548,6,5,9,9,1,1,5.5,9,1,2,1,Suboptimal/Expert
549,2,1,5,9,2.5,1.5,1.5,7,2,2,1,Suboptimal/Expert
550,5.5,5,7,7,4.5,4,5.25,7,4.25,2,1,Suboptimal/Expert
551,3,1,9,9,1,1,2,9,1,2,1,Suboptimal/Expert
552,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
553,1,1,8,8,5.5,7,1,8,6.25,2,1,Suboptimal/Expert
554,5.5,4,4,5,5,5,4.75,4.5,5,2,1,Suboptimal/Expert
555,5.5,5,5,5,1,2,5.25,5,1.5,2,1,Suboptimal/Expert
556,2.5,4,8,7,3,4,3.25,7.5,3.5,2,1,Suboptimal/Expert
557,1.5,2,6,6,2.5,2.5,1.75,6,2.5,2,1,Suboptimal/Expert
558,1.5,1,8,8,1,1,1.25,8,1,2,1,Suboptimal/Expert
559,1,4,8,8,3,3.5,2.5,8,3.25,2,1,Suboptimal/Expert
560,3.5,1,1,5,1.5,1,2.25,3,1.25,2,1,Suboptimal/Expert
561,4.5,2.5,7,8,3,2,3.5,7.5,2.5,2,1,Suboptimal/Expert
562,1,1,7,7,1,1,1,7,1,2,1,Suboptimal/Expert
563,8,9,3,1,6.5,8.5,8.5,2,7.5,2,1,Suboptimal/Expert
564,7,9,8,5,5,4.5,8,6.5,4.75,2,1,Suboptimal/Expert
565,5,5,5,6,3,2.5,5,5.5,2.75,2,1,Suboptimal/Expert
566,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
567,9,8,1,3,6,4.5,8.5,2,5.25,2,1,Suboptimal/Expert
568,2,2,9,9,2,2,2,9,2,2,1,Suboptimal/Expert
569,2,1,8,9,1,1,1.5,8.5,1,2,1,Suboptimal/Expert
570,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
571,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
572,2,5.5,8,7,1,1,3.75,7.5,1,2,1,Suboptimal/Expert
573,3,3.5,7,8,2.5,3.5,3.25,7.5,3,2,1,Suboptimal/Expert
574,1.5,1.5,8,8,1.5,1,1.5,8,1.25,2,1,Suboptimal/Expert
575,2,2,8,9,1.5,1,2,8.5,1.25,2,1,Suboptimal/Expert
576,5.5,5.5,8,7,6,6,5.5,7.5,6,2,1,Suboptimal/Expert
577,7,8,8,8,4,5,7.5,8,4.5,2,1,Suboptimal/Expert
578,1,4.5,9,9,1,1.5,2.75,9,1.25,2,1,Suboptimal/Expert
579,1.5,1,9,9,1,1,1.25,9,1,2,1,Suboptimal/Expert
580,1,1,8,8,1,1,1,8,1,2,1,Suboptimal/Expert
581,6.5,4,7,9,5,3,5.25,8,4,2,1,Suboptimal/Expert
582,4.5,3,8,9,4.5,2.5,3.75,8.5,3.5,2,1,Suboptimal/Expert
583,2.5,2.5,9,9,2,1,2.5,9,1.5,2,1,Suboptimal/Expert
584,5,5,9,9,2,2,5,9,2,2,1,Suboptimal/Expert
585,6.5,6,4,4,4,5,6.25,4,4.5,2,1,Suboptimal/Expert
586,1,2.5,5,5,1,1,1.75,5,1,2,1,Suboptimal/Expert
587,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
588,1,1,5,5,1,1,1,5,1,2,1,Suboptimal/Expert
589,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
590,1,1,5,5,1,1,1,5,1,2,1,Suboptimal/Expert
591,2,1.5,9,9,1,1.5,1.75,9,1.25,2,1,Suboptimal/Expert
592,2,2,5,5,2,1,2,5,1.5,2,1,Suboptimal/Expert
593,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
594,4.5,3,9,9,1.5,1,3.75,9,1.25,2,1,Suboptimal/Expert
595,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
596,2,2,9,8,2,2,2,8.5,2,2,1,Suboptimal/Expert
597,1.5,1.5,7,9,1.5,2,1.5,8,1.75,2,1,Suboptimal/Expert
598,1.5,1,8,8,1,1,1.25,8,1,2,1,Suboptimal/Expert
599,9,9,1,1,9,9,9,1,9,2,1,Suboptimal/Expert
600,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
601,2,1,5,5,1,1,1.5,5,1,2,1,Suboptimal/Expert
602,2,2,8,8,2,2,2,8,2,2,1,Suboptimal/Expert
603,2,1,7,7,1,1,1.5,7,1,2,1,Suboptimal/Expert
604,1,5.5,9,8,2,4.5,3.25,8.5,3.25,2,1,Suboptimal/Expert
605,3.5,3,4,5,3,3,3.25,4.5,3,2,1,Suboptimal/Expert
606,2,1,3,4,1,1,1.5,3.5,1,2,1,Suboptimal/Expert
607,4,6,9,8,4.5,5,5,8.5,4.75,2,1,Suboptimal/Expert
608,2,2,8,8,1,1,2,8,1,2,1,Suboptimal/Expert
609,1,4,5,3,1,1,2.5,4,1,2,1,Suboptimal/Expert
610,2,2,5,5,1,1,2,5,1,2,1,Suboptimal/Expert
611,7,8,5,4,5,7.5,7.5,4.5,6.25,2,1,Suboptimal/Expert
612,2,1.5,8,8,1,1,1.75,8,1,2,1,Suboptimal/Expert
613,3,6,7,5,2,5,4.5,6,3.5,2,1,Suboptimal/Expert
614,1.5,1.5,9,9,1,1,1.5,9,1,2,1,Suboptimal/Expert
615,5,4.5,7,8,3,1.5,4.75,7.5,2.25,2,1,Suboptimal/Expert
616,3.5,3.5,9,8,4,3.5,3.5,8.5,3.75,2,1,Suboptimal/Expert
617,2,2,7,5,3,3,2,6,3,2,1,Suboptimal/Expert
618,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
619,1.5,2,8,9,2,2,1.75,8.5,2,2,1,Suboptimal/Expert
620,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
621,1,1,8,8,1,1,1,8,1,2,1,Suboptimal/Expert
622,7,6,3,5,4.5,3.5,6.5,4,4,2,1,Suboptimal/Expert
623,1,1.5,6,7,1,1.5,1.25,6.5,1.25,2,1,Suboptimal/Expert
624,5,4,6,6,3.5,3.5,4.5,6,3.5,2,1,Suboptimal/Expert
625,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
626,1,1,5,7,1,1,1,6,1,2,1,Suboptimal/Expert
627,1,8,5,5,1,3.5,4.5,5,2.25,2,1,Suboptimal/Expert
628,1,1,5,9,1,1,1,7,1,2,1,Suboptimal/Expert
629,1.5,4,9,9,1.5,1,2.75,9,1.25,2,1,Suboptimal/Expert
630,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
631,2.5,2,8,8,2.5,2.5,2.25,8,2.5,2,1,Suboptimal/Expert
632,5,5,5,8,6.5,5.5,5,6.5,6,2,1,Suboptimal/Expert
633,3,1.5,8,6,2.5,1,2.25,7,1.75,2,1,Suboptimal/Expert
634,5.5,4.5,3,3,5.5,4.5,5,3,5,2,1,Suboptimal/Expert
635,3,2,8,8,1.5,1.5,2.5,8,1.5,2,1,Suboptimal/Expert
636,2.5,3,5,4,3,4.5,2.75,4.5,3.75,2,1,Suboptimal/Expert
637,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
638,8,4,5,5,6,1.5,6,5,3.75,2,1,Suboptimal/Expert
639,2.5,2,6,7,2,1.5,2.25,6.5,1.75,2,1,Suboptimal/Expert
640,1,1,9,9,1.5,1.5,1,9,1.5,2,1,Suboptimal/Expert
641,1,1,3,2,1,1,1,2.5,1,2,1,Suboptimal/Expert
642,9,9,1,1,8,6,9,1,7,2,1,Suboptimal/Expert
643,4,6.5,7,7,2,3,5.25,7,2.5,2,1,Suboptimal/Expert
644,5.5,5.5,5,5,4,3,5.5,5,3.5,2,1,Suboptimal/Expert
645,3,1,4,2,1,1,2,3,1,2,1,Suboptimal/Expert
646,2,4,7,3,2,2,3,5,2,2,1,Suboptimal/Expert
647,4,5,8,6,1.5,1.5,4.5,7,1.5,2,1,Suboptimal/Expert
648,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
649,3,1,9,9,1,1,2,9,1,2,1,Suboptimal/Expert
650,7.5,4.5,5,9,6.5,6,6,7,6.25,2,1,Suboptimal/Expert
651,2,2,8,8,2,2,2,8,2,2,1,Suboptimal/Expert
652,1,1,9,9,2,1.5,1,9,1.75,2,1,Suboptimal/Expert
653,4.5,5,5,6,2,2,4.75,5.5,2,2,1,Suboptimal/Expert
654,1.5,2,8,8,3,2,1.75,8,2.5,2,1,Suboptimal/Expert
655,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
656,3.5,3,6,6,3,2,3.25,6,2.5,2,1,Suboptimal/Expert
657,5.5,4.5,7,7,2.5,3,5,7,2.75,2,1,Suboptimal/Expert
658,1.5,1.5,7,8,1,1,1.5,7.5,1,2,1,Suboptimal/Expert
659,2,4.5,9,8,1,1,3.25,8.5,1,2,1,Suboptimal/Expert
660,6.5,6,6,6,6.5,8,6.25,6,7.25,2,1,Suboptimal/Expert
661,1,1,8,8,1,1,1,8,1,2,1,Suboptimal/Expert
662,3,3,9,9,1,1,3,9,1,2,1,Suboptimal/Expert
663,4.5,2.5,7,5,1.5,1,3.5,6,1.25,2,1,Suboptimal/Expert
664,2.5,5.5,5,3,1,3.5,4,4,2.25,2,1,Suboptimal/Expert
665,4.5,3,7,8,1.5,1,3.75,7.5,1.25,2,1,Suboptimal/Expert
666,3,2.5,8,8,5,4.5,2.75,8,4.75,2,1,Suboptimal/Expert
667,1,1,8,7,1,1,1,7.5,1,2,1,Suboptimal/Expert
668,1.5,7,7,7,5.5,5,4.25,7,5.25,2,1,Suboptimal/Expert
669,6,7,8,8,6,4,6.5,8,5,2,1,Suboptimal/Expert
670,2,1.5,5,5,1,1,1.75,5,1,2,1,Suboptimal/Expert
671,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
672,1,1,9,9,1,1,1,9,1,2,1,Suboptimal/Expert
673,5,7,6,2,2,2,6,4,2,2,1,Suboptimal/Expert
674,2,5,8,8,2,2,3.5,8,2,2,1,Suboptimal/Expert
675,3.5,4.5,3,4,2.5,1.5,4,3.5,2,2,1,Suboptimal/Expert
676,2.5,2,9,7,2,2,2.25,8,2,2,1,Suboptimal/Expert
677,1,1,9,4,1,1,1,6.5,1,2,1,Suboptimal/Expert
678,6,#NULL!,5,#NULL!,4.5,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
679,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
680,3.5,#NULL!,4,#NULL!,2,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
681,6,#NULL!,5,#NULL!,7.5,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
682,2.5,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
683,6.5,#NULL!,6,#NULL!,6,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
684,4,#NULL!,7,#NULL!,5,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
685,7.5,#NULL!,8,#NULL!,7,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
686,1.5,#NULL!,7,#NULL!,2,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
687,1.5,#NULL!,7,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
688,2,#NULL!,8,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
689,4,#NULL!,7,#NULL!,2.5,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
690,4.5,#NULL!,8,#NULL!,3,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
691,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
692,9,#NULL!,5,#NULL!,8,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
693,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
694,1,#NULL!,8,#NULL!,2,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
695,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
696,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
697,4.5,#NULL!,6,#NULL!,4,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
698,#NULL!,7,#NULL!,6,#NULL!,6,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
699,#NULL!,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
700,#NULL!,3,#NULL!,3,#NULL!,1,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
701,#NULL!,2.5,#NULL!,5,#NULL!,2,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
702,#NULL!,5.5,#NULL!,1,#NULL!,6.5,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
703,#NULL!,8,#NULL!,2,#NULL!,5.5,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
704,#NULL!,5.5,#NULL!,5,#NULL!,4,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
705,#NULL!,4.5,#NULL!,1,#NULL!,1,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
706,#NULL!,5,#NULL!,6,#NULL!,2.5,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
707,#NULL!,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
708,#NULL!,3.5,#NULL!,5,#NULL!,4,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
709,#NULL!,4.5,#NULL!,5,#NULL!,3.5,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
710,#NULL!,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
711,#NULL!,1,#NULL!,5,#NULL!,1,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
712,#NULL!,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
713,#NULL!,2,#NULL!,6,#NULL!,1,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
714,#NULL!,6.5,#NULL!,7,#NULL!,4.5,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
715,#NULL!,3,#NULL!,7,#NULL!,2,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
716,#NULL!,2.5,#NULL!,8,#NULL!,2,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
717,#NULL!,5.5,#NULL!,8,#NULL!,4,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
718,#NULL!,3.5,#NULL!,5,#NULL!,3,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
719,#NULL!,2.5,#NULL!,6,#NULL!,2,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
720,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
721,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
722,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
723,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
724,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
725,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
726,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
727,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
728,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
729,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
730,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
731,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
732,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
733,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
734,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
735,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
736,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
737,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
738,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
739,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
740,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
741,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
742,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
743,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
744,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
745,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
746,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
747,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
748,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
749,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
750,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
751,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
752,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
753,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
754,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
755,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,Suboptimal/Expert
756,5,5,4,8,2.5,2.5,5,6,2.5,2,2,Suboptimal/Non-Expert
757,4,4,6,3,1.5,1.5,4,4.5,1.5,2,2,Suboptimal/Non-Expert
